,Unnamed: 0,openalex_id,doi,openalex_title,type,publication_date,openalex_publication_year,openalex_volume,issue,first_page,last_page,authors,keywords,abstract,openalex_source_title,source_issn,source_type,cited_by_count,referenced_works,openalex_name_1st_author,uuid,matched,score
1500,1521,https://openalex.org/W3122180756,,"precursors for ald processes, in: atomic layer deposition of nanostructured materials",article,2012-01-01,2012,,,,,Matti Putkonen,Deposition,,,,,2,[],Putkonen,,False,
1501,1522,https://openalex.org/W2592511767,,patterned atomic layer deposition on scanning tunneling microscope constructed templates,article,2013-05-12,2013,2,2013,481,484,"Angelica Azcatl, Joshua B. Ballard, Yves J. Chabal, Cho K.-J., Don D. Dick, Roberto C. Longo, Stephen McDonnell, Greg Mordi, James H. G. Owen, John N. Randall, Robert M. Wallace","Template, Deposition",,,,,2,[],Azcatl,,False,
1502,1523,https://openalex.org/W1163425672,,"atomic layer deposition of electroluminescent zns, srs, and bas thin films",article,2010-09-01,2010,,,,,Jarkko Ihanus,"Atomic layer epitaxy, Deposition, Electroluminescent display",,,,,2,"['https://openalex.org/W1273862451', 'https://openalex.org/W1965696982', 'https://openalex.org/W2005014777', 'https://openalex.org/W2027311086', 'https://openalex.org/W2082200226']",Ihanus,,False,
1503,1524,https://openalex.org/W2216691256,,precursor chemistry for atomic layer deposition,article,2013-08-01,2013,,,76,76,"Taek‐Mo Chung, Chang Gyoun Kim, Bo Keun Park, Dong Ju Jeon, Ki‐Seok An, Sun Sook Lee",Deposition,,한국진공학회 학술발표회초록집,,journal,1,[],Chung,,False,
1504,1525,https://openalex.org/W1532798360,,selective-area atomic layer deposition,article,2011-11-24,2011,,,,,Elina Färm,Deposition,,,,,1,"['https://openalex.org/W1979039916', 'https://openalex.org/W1981965967', 'https://openalex.org/W1987397621', 'https://openalex.org/W2078984816']",Färm,,False,
1505,1526,https://openalex.org/W3019142454,,atomic layer deposition and microanalysis of ultrathin layers,article,2012-10-17,2012,,,,,Marcel Melzer,"Deposition, Microanalysis",,,,,1,[],Melzer,,False,
1506,1527,https://openalex.org/W2519757546,,atomic layer deposition of al2o3 for industrial local al back-surface field (bsf) solar cells,article,2011-01-01,2011,,13,92,101,"A. Rothschild, Bart Vermang, Hans Goverde",Deposition,,,,,3,[],Rothschild,,False,
1507,1528,https://openalex.org/W1572532836,,atomic layer deposition applications 6 : preface,article,2010-01-01,2010,,,,,"Jeffrey W. Elam, Stefan De Gendt, O. van der Straten, Annelies Delabie, A. Londergan, S. F. Bent, F. Roozeboom",Deposition,,,,,1,[],Elam,,False,
1508,1529,https://openalex.org/W2559859441,,atomic layer deposition of metal thin films,article,2010-01-01,2010,,,,,Klaara Kannisto,Deposition,,,,,1,[],Kannisto,,False,
1509,1530,https://openalex.org/W2890531920,,preface: atomic layer deposition applications 7,article,2011-01-01,2011,41,2,,,"Jeffrey W. Elam, Stefan De Gendt, A. Londergan, Stacey F. Bent, O. van der Straten, Annelies Delabie, F. Roozeboom",Deposition,,,,,1,[],Elam,,False,
1510,1531,https://openalex.org/W4300313952,,heterojunction photovoltaic assembled with atomic layer deposition,article,2012-09-04,2012,,,,,"Michael J. Pellin, Jeffrey W. Elam, U. Welp, Alex B. F. Martinson, Joseph T. Hupp","Deposition, Layer by layer",,osti oai (u.s. department of energy office of scientific and technical information),,repository,1,[],Pellin,,False,
1511,1532,https://openalex.org/W593581913,,surface passivation of cigs solar cells by atomic layer deposition,article,2013-01-01,2013,,,,,Sara Motahari,"Passivation, Quantum Efficiency","Thin film solar cells, such as Cu(In,Ga)Se2, have a large potential for cost reductions, due to their reduced material consumption. However, the lack in commercial success of thin film solar cells can be explained by lower efficiency compared to wafer-based solar cells. In this work, we have investigated the aluminum oxide as a passivation layer to reduce recombination losses in Cu(In,Ga)Se2 solar cells to increase their efficiency. Aluminum oxides have been deposited using spatial atomic layer deposition. Blistering caused by post-deposition annealing of thick enough alumina layer was suggested to make randomly arranged point contacts to provide an electrical conduction path through the device. Techniques such as current-voltage measurement, photoluminescence and external quantum efficiency were performed to measure the effectiveness of aluminum oxide as a passivation layer. Very high photoluminescence intensity was obtained for alumina layer between Cu(In,Ga)Se2/CdS hetero-junction after a heat treatment, which shows a reduction of defects at the absorber/buffer layers of the device.",,,,1,"['https://openalex.org/W2056202384', 'https://openalex.org/W2096500642', 'https://openalex.org/W2149248689', 'https://openalex.org/W2154322410']",Motahari,,False,
1512,1533,https://openalex.org/W2913660943,,template - based synthesis of aln hollow nanofibers via plasma - enhanced atomic layer deposition,article,2012-06-18,2012,1,2012,675,678,"Necmi Bıyıklı, İnci Dönmez, Fatma Kayacı, Çağla Özgit-Akgün, Tamer Uyar",Deposition,,,,,2,[],Bıyıklı,,False,
1513,1534,https://openalex.org/W2258962703,,atomic layer deposition for fiber surface modification and nanosheet fabrication.,article,2013-08-12,2013,,,,,Kyoung-Mi Lee,"Nanosheet, Deposition",,,,,1,"['https://openalex.org/W1966739067', 'https://openalex.org/W2006899770', 'https://openalex.org/W2050612192', 'https://openalex.org/W2064219487', 'https://openalex.org/W2105042971', 'https://openalex.org/W2153433971']",Lee,,False,
1514,1535,https://openalex.org/W2783034014,,control of spin waves on the nanoscale in one-dimensional magnonic crystals and atomic layer deposition of metallic ferromagnets for second generation of nanomaterials,article,2013-01-01,2013,,,,,R. Huber,"Nanomaterials, Spin wave, Deposition, Magnon","Spin waves (SWs) in arrays of ferromagnetic nanowires, so called one-dimensional magnonic crystals have been studied. Propagating SWs in magnonic crystals were investigated by all electrical spectroscopy in the GHz regime. In artificial magnetic configurations SW excitation was controlled and SW propagation was reprogrammed. Atomic layer deposition of metallic ferromagnets has been investigated and improved regarding the magnetic parameters for the second generation of nanomaterials.",,,,2,[],Huber,,False,
1515,1536,https://openalex.org/W3144091732,,atomic layer deposition of an al2o3 dielectric on ultrathin graphite by using electron beam irradiation,article,2012-01-01,2012,33,9,34,37,"蒋然, 孟令国, 张锡健, Hyung-Suk, Jung Jung, 、 Cheol, Seong, Hwang","Deposition, Electron beam processing",Atomic layer deposition of an Al2O3 dielectric on ultrathin graphite is studied in order to investigate the integration of a high k dielectric with graphite-based substrates.Electron beam irradiation on the graphite surface is followed by a standard atomic layer deposition of Al2O3.Improvement of the Al2O3 layer deposition morphology was observed when using this radiation exposure on graphite.This result may be attributed to the amorphous change of the graphite layers during electron beam irradiation.,半导体学报,,journal,1,[],蒋然,,False,
1516,1537,https://openalex.org/W2286465447,,defect engineering of polycrystalline titanium dioxide synthesized by atomic layer deposition,article,2011-05-25,2011,,,,,Meredith C.K. Sellers,"Deposition, Titanium Dioxide",,,,,1,[],Sellers,,False,
1517,1538,https://openalex.org/W1489854897,,influence of different oxidants on the band alignment of hfo2 films deposited by atomic layer deposition,article,2012-01-01,2012,21,8,498,502,"樊继斌, 刘红侠, 高博, 马飞, 卓青青, 郝跃",,"Based on X-ray photoelectron spectroscopy(XPS),influences of different oxidants on band alignment of HfO2 films deposited by atomic layer deposition(ALD) are investigated in this paper.The measured valence band offset(VBO) value for H2 O-based HfO2 increases from 3.17 eV to 3.32 eV after annealing,whereas the VBO value for O 3-based HfO2 decreases from 3.57 eV to 3.46 eV.The research results indicate that the silicate layer changes in different ways for H2 O-based and O3-based HfO2 films after the annealing process,which plays a key role in generating the internal electric field formed by the dipoles.The variations of the dipoles at the interface between the HfO2 and SiO2 after annealing may lead the VBO values of H2 O-based and O 3-based HfO2 to vary in different ways,which fits with the variation of flat band(VFB) voltage.",中国物理b：英文版,,journal,1,[],樊继斌,,False,
1518,1539,https://openalex.org/W3208777166,,plasma enhanced atomic layer deposition and characterization of ferroelectric aluminum doped hafnium oxide,article,2012-01-01,2012,,,,,Tony Schenk,Physical vapor deposition,"Ferroelectric doped hafnium oxide might be able to revive the ferroelectric memory as a candidate for future non-volatile memories. Recent publications have reported ferroelectricity in HfO2 films deposited via physical vapor deposition (PVD) and thermal atomic layer deposition (ALD). Within this thesis, such layers have been fabricated by a plasma enhanced ALD process for the first time. Using an O2 remote plasma to oxidize TEMAHf and TMAl, respectively, Al:HfO2 stacks with different compositions have been deposited. Sputter deposited TiN was used as bottom and top electrode to form metal-insulator-metal capacitors. Compared to the PVD or thermal ALD films reported in literature, the plasma enhanced ALD films exhibited one to two orders higher leakage current at 1 V. The root of this higher leakage are oxygen vacancies as well as carbon and nitrogen impurities in the range of several at%. Despite the consequential perturbing effects, the main trends reported earlier are discernable. Just these perturbing effects turn out to substantiate the current explanation of a ferroelectric phase as route source for the observed electrical behavior.",,,,1,[],Schenk,,False,
1519,1540,https://openalex.org/W2577937566,,development and understanding of a plasma-assisted atomic layer deposition process for silicon nitride,article,2013-01-01,2013,,,,,Emj Eline Braeken,Deposition,,,,,1,[],Braeken,,False,
1520,1541,https://openalex.org/W2147917054,,"atomic layer deposition of alkaline earth oxides: process optimization, characterization, and application",article,2013-01-01,2013,,,,,Han Wang,"Deposition, Alkaline earth metal, Characterization",,,,,1,"['https://openalex.org/W1546772188', 'https://openalex.org/W1550484900', 'https://openalex.org/W1608023373', 'https://openalex.org/W1634432422', 'https://openalex.org/W1651405852', 'https://openalex.org/W1671323197', 'https://openalex.org/W1963535111', 'https://openalex.org/W1963968125', 'https://openalex.org/W1964720627', 'https://openalex.org/W1966151474', 'https://openalex.org/W1967490401', 'https://openalex.org/W1969957136', 'https://openalex.org/W1975778507', 'https://openalex.org/W1981662008', 'https://openalex.org/W1988428195', 'https://openalex.org/W1988528150', 'https://openalex.org/W1988803969', 'https://openalex.org/W1989507261', 'https://openalex.org/W1991736532', 'https://openalex.org/W1991813033', 'https://openalex.org/W1992178306', 'https://openalex.org/W1994403799', 'https://openalex.org/W1995191254', 'https://openalex.org/W2000598577', 'https://openalex.org/W2001139916', 'https://openalex.org/W2002297586', 'https://openalex.org/W2004485839', 'https://openalex.org/W2006860897', 'https://openalex.org/W2007451423', 'https://openalex.org/W2008615163', 'https://openalex.org/W2009668097', 'https://openalex.org/W2011411467', 'https://openalex.org/W2012562151', 'https://openalex.org/W2014620144', 'https://openalex.org/W2014897600', 'https://openalex.org/W2015141441', 'https://openalex.org/W2015182219', 'https://openalex.org/W2015590708', 'https://openalex.org/W2017278537', 'https://openalex.org/W2018151011', 'https://openalex.org/W2018532394', 'https://openalex.org/W2021445796', 'https://openalex.org/W2021731505', 'https://openalex.org/W2025036984', 'https://openalex.org/W2026145981', 'https://openalex.org/W2026272203', 'https://openalex.org/W2026923475', 'https://openalex.org/W2027929400', 'https://openalex.org/W2035415368', 'https://openalex.org/W2035931858', 'https://openalex.org/W2036212037', 'https://openalex.org/W2039726512', 'https://openalex.org/W2040133147', 'https://openalex.org/W2042300580', 'https://openalex.org/W2043118405', 'https://openalex.org/W2043580820', 'https://openalex.org/W2046158854', 'https://openalex.org/W2046536833', 'https://openalex.org/W2053724428', 'https://openalex.org/W2055878167', 'https://openalex.org/W2058689477', 'https://openalex.org/W2059006499', 'https://openalex.org/W2059011896', 'https://openalex.org/W2062486407', 'https://openalex.org/W2065236908', 'https://openalex.org/W2069100752', 'https://openalex.org/W2070441147', 'https://openalex.org/W2071055866', 'https://openalex.org/W2072451721', 'https://openalex.org/W2078688127', 'https://openalex.org/W2079162340', 'https://openalex.org/W2082973694', 'https://openalex.org/W2085525668', 'https://openalex.org/W2112201942', 'https://openalex.org/W2117868655', 'https://openalex.org/W2138628619', 'https://openalex.org/W2140100468', 'https://openalex.org/W2144508730', 'https://openalex.org/W2151486069', 'https://openalex.org/W2152054583', 'https://openalex.org/W2158453890', 'https://openalex.org/W2165028959', 'https://openalex.org/W2171889318', 'https://openalex.org/W2313671548', 'https://openalex.org/W2320967269', 'https://openalex.org/W2322712078', 'https://openalex.org/W2329059186', 'https://openalex.org/W2329443075', 'https://openalex.org/W2330045491', 'https://openalex.org/W2330135019', 'https://openalex.org/W2601260822', 'https://openalex.org/W2736431267', 'https://openalex.org/W2993783326', 'https://openalex.org/W646400011']",Wang,,False,
1521,1542,https://openalex.org/W2620015002,,gas and moisture barrier on bio-based packaging materials by atomic layer deposition,article,2010-01-01,2010,,,,,"Terhi Hirvikorpi, Mika Vähä‐Nissi, Jenni Sievänen, Riku Talja, Ali Harlin, Maarit Karppinen",Deposition,,,,,1,[],Hirvikorpi,,False,
1522,1545,https://openalex.org/W3118271289,,tubes by fibre templates with two nanofabrication processes electrospinning and atomic layer deposition,article,2011-01-01,2011,,,,,"Pirjo Heikkilä, Ali Harlin, Mika Vähä‐Nissi","Electrospinning, Template, Deposition, Layer by layer",,,,,1,[],Heikkilä,,False,
1523,1546,https://openalex.org/W2952536894,,flexible organic-inorganic core-shell nanofibers by electrospinning and atomic layer deposition,article,2012-06-18,2012,1,2012,686,689,"Necmi Bıyıklı, İnci Dönmez, Fatma Kayacı, Çağla Özgit-Akgün, Tamer Uyar","Electrospinning, Deposition",,techconnect briefs,,journal,1,[],Bıyıklı,,False,
1524,1547,https://openalex.org/W1648660367,,controlling interface chemistry of high mobility substrates through passivation layers and atomic layer deposition,article,2010-01-01,2010,,,,,Marko Milojević,"Passivation, Deposition, Interface (matter)",,phdt,,repository,1,[],Milojević,,False,
1525,1548,https://openalex.org/W3214538524,,comparison of al 2 o 3 nano-overlays deposited with magnetron sputtering and atomic layer deposition on optical fibers for sensing purposes,article,2013-01-01,2013,8923,,1,89231,"Smietana Mateusz, Tomasz Drążewski, Piotr Firek, Predrag Mikulic, J Bock Wojtek","Deposition, Physical vapor deposition, Cavity magnetron",,"proceedings of spie, the international society for optical engineering/proceedings of spie","['0277-786X', '1996-756X']",journal,2,[],Mateusz,,False,
1526,1549,https://openalex.org/W22254181,,new homogeneous standards by atomic layer deposition for synchrotron x-ray fluorescence and absorption spectroscopies,article,2012-03-13,2012,,1659,2666,,"A. L. Butterworth, Nicholas Becker, Z. Gainsforth, Antonio Lanzirotti, M. Newville, Thomas Proslier, Julien Stodolna, S.R. Sutton, T. Tyliszczak, A. J. Westphal, J. F. Zasadzinski",,"Quantification of synchrotron XRF analyses is typically done through comparisons with measurements on the NIST SRM 1832/1833 thin film standards. Unfortunately, these standards are inhomogeneous on small scales at the tens of percent level. We are synthesizing new homogeneous multilayer standards using the Atomic Layer Deposition technique and characterizing them using multiple analytical methods, including ellipsometry, Rutherford Back Scattering at Evans Analytical, Synchrotron X-ray Fluorescence (SXRF) at Advanced Photon Source (APS) Beamline 13-ID, Synchrotron X-ray Absorption Spectroscopy (XAS) at Advanced Light Source (ALS) Beamlines 11.0.2 and 5.3.2.1 and by electron microscopy techniques. Our motivation for developing much-needed cross-calibration of synchrotron techniques is borne from coordinated analyses of particles captured in the aerogel of the NASA Stardust Interstellar Dust Collector (SIDC). The Stardust Interstellar Dust Preliminary Examination (ISPE) team have characterized three sub-nanogram, {approx}1{micro}m-sized fragments considered as candidates to be the first contemporary interstellar dust ever collected, based on their chemistries and trajectories. The candidates were analyzed in small wedges of aerogel in which they were extracted from the larger collector, using high sensitivity, high spatial resolution >3 keV synchrotron x-ray fluorescence spectroscopy (SXRF) and <2 keV synchrotron x-ray transmission microscopy (STXM) during Stardust ISPE. The ISPE synchrotron techniques have complementarymore » capabilities. Hard X-ray SXRF is sensitive to sub-fg mass of elements Z {ge} 20 (calcium) and has a spatial resolution as low as 90nm. X-ray Diffraction data were collected simultaneously with SXRF data. Soft X-ray STXM at ALS beamline 11.0.2 can detect fg-mass of most elements, including cosmochemically important oxygen, magnesium, aluminum and silicon, which are invisible to SXRF in this application. ALS beamline 11.0.2 has spatial resolution better than 25 nm. Limiting factors for Stardust STXM analyses were self-imposed limits of photon dose due to radiation damage concerns, and significant attenuation of <1500 eV X-rays by {approx}80{micro}m thick, {approx}25 mg/cm{sup 3} density silica aerogel capture medium. In practice, the ISPE team characterized the major, light elements using STXM (O, Mg, Al, Si) and the heavier minor and trace elements using SXRF. The two data sets overlapped only with minor Fe and Ni ({approx}1% mass abundance), providing few quantitative cross-checks. New improved standards for cross calibration are essential for consortium-based analyses of Stardust interstellar and cometary particles, IDPs. Indeed, they have far reaching application across the whole synchrotron-based analytical community. We have synthesized three ALD multilayers simultaneously on silicon nitride membranes and silicon and characterized them using RBS (on Si), XRF (on Si{sub 3}N{sub 4}) and STXM/XAS (holey Si{sub 3}N{sub 4}). The systems we have started to work with are Al-Zn-Fe and Y-Mg-Er. We have found these ALD multi-layers to be uniform at {micro}m- to nm scales, and have found excellent consistency between four analytical techniques so far. The ALD films can also be used as a standard for e-beam instruments, eg., TEM EELS or EDX. After some early issues with the consistency of coatings to the back-side of the membrane windows, we are confident to be able to show multi-analytical agreement to within 10%. As the precision improves, we can use the new standards to verify or improve the tabulated cross-sections.« less",43rd annual lunar and planetary science conference,,conference,1,[],Butterworth,,False,
1527,1550,https://openalex.org/W2584163295,,atomic layer deposition and electron beam induced deposition as nanomanufacturing tools for the fabrication of carbon nanotube contacts,article,2011-01-01,2011,,,,,Saf Bas Dielissen,"Nanomanufacturing, Deposition, Carbon fibers",,,,,1,[],Dielissen,,False,
1528,1551,https://openalex.org/W3048569101,,effect of pre-treatments on barrier properties of layers applied by atomic layer deposition onto polymer-coated substrates,article,2011-01-01,2011,,,447,,"Mika Vähä‐Nissi, Terhi Hirvikorpi, Jenni Sievänen, Erkki Salo, Ali Harlin, Petri Johansson, Jurkka Kuusipalo","Deposition, Barrier layer",,,,,1,[],Vähä‐Nissi,,False,
1529,1552,https://openalex.org/W4307619673,,"method of making dense, conformal, ultra-thin cap layers for nanoporous low-k ild by plasma assisted atomic layer deposition",article,2011-05-24,2011,,,,,"Ying‐Bing Jiang, J.L. Cecchi, C. Jeffrey Brinker","Nanoporous, Deposition",,osti oai (u.s. department of energy office of scientific and technical information),,repository,1,[],Jiang,,False,
